bizesId,bizesNm,brchNm,indsLclsCd,indsLclsNm,indsMclsCd,indsMclsNm,indsSclsCd,indsSclsNm,ksicCd,ksicNm,ctprvnCd,ctprvnNm,signguCd,signguNm,adongCd,adongNm,ldongCd,ldongNm,lnoCd,plotSctCd,plotSctNm,lnoMnno,lnoSlno,lnoAdr,rdnmCd,rdnm,bldMnno,bldSlno,bldMngNo,bldNm,rdnmAdr,oldZipcd,newZipcd,dongNo,flrNo,hoNo,lon,lat
MA010120220801069348,강림,,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,"화장품, 비누 및 방향제 소매업",11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,엘,서울특별시 강남구 영동대로 513,135525,06164,,1,,127.059155204804,37.5118322933754
MA010120220801024643,공차코리아,코엑스점,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,코엑스몰,서울특별시 강남구 영동대로 513,135525,06164,,,,127.059155204804,37.5118322933754
MA010120220801060872,코오롱인더스트리FNC부문럭키슈에뜨주,코엑스몰점,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47416,가죽 및 모피 의복 소매업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,코엑스몰,서울특별시 강남구 영동대로 513,135525,06164,,1,,127.059155204804,37.5118322933754
MA010120220801055590,코엑스,,N1,시설관리·임대,N108,기타 사업 서비스,N10802,전시/컨벤션/행사 대행 서비스업,N75992,"전시, 컨벤션 및 행사 대행업",11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,무역센터,서울특별시 강남구 영동대로 513,135525,06164,,4,,127.059155204804,37.5118322933754
MA010120220801063923,에코마이스,,N1,시설관리·임대,N108,기타 사업 서비스,N10802,전시/컨벤션/행사 대행 서비스업,N75992,"전시, 컨벤션 및 행사 대행업",11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,코엑스상사전시장,서울특별시 강남구 영동대로 513,135525,06164,,4,,127.059155204804,37.5118322933754
MA010120220801040035,흑백홍,,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,코엑스몰,서울특별시 강남구 영동대로 513,135525,06164,,,,127.059155204804,37.5118322933754
MA010120220801019433,한미상사,,G2,소매,G218,장식품 소매,G21801,예술품 소매업,G47841,예술품 및 골동품 소매업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,코엑스,서울특별시 강남구 영동대로 513,135525,06164,,4,,127.059155204804,37.5118322933754
MA010120220804022720,게이트웨이비씨,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,,서울특별시 강남구 영동대로 513,135798,06164,,30,,127.059155204804,37.5118322933754
MA010120220802879858,파렌하이트스타필드코엑스,,G2,소매,G209,섬유·의복·신발 소매,G20901,남성 의류 소매업,G47411,남자용 겉옷 소매업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,코엑스,서울특별시 강남구 영동대로 513,135525,06164,,1,,127.059155204804,37.5118322933754
MA010120220801069549,아셈플라워랜드주,,G2,소매,G219,식물 소매,G21901,꽃집,G47851,화초 및 식물 소매업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,아셈플라워랜드,서울특별시 강남구 영동대로 513,135525,06164,,1,,127.059155204804,37.5118322933754
MA010120220804210482,한국동물병원협회,,M1,과학·기술,M105,광고,M10501,광고 대행업,M71310,광고 대행업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,코엑스상사전시장,서울특별시 강남구 영동대로 513,135525,06164,,4,,127.059155204804,37.5118322933754
MA010120220801058651,서울록산,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,제이동,서울특별시 강남구 영동대로 513,135525,06164,,,,127.059155204804,37.5118322933754
MA010120220801060073,한무쇼핑주,,G2,소매,G209,섬유·의복·신발 소매,G20907,액세서리/잡화 소매업,G47422,의복 액세서리 및 모조 장신구 소매업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,코엑스몰,서울특별시 강남구 영동대로 513,135525,06164,,1,,127.059155204804,37.5118322933754
MA010120220801848240,바이킹그룹,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,코엑스컨벤션센터,서울특별시 강남구 영동대로 513,135525,06164,,2,,127.059155204804,37.5118322933754
MA010120220800227565,대명텔레콤,,G2,소매,G208,가전·통신 소매,G20802,핸드폰 소매업,G47312,통신기기 소매업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,아쿠아리움갤러리아쿠아코엑스,서울특별시 강남구 영동대로 513,135525,06164,,1,,127.059155204804,37.5118322933754
MA010120220801063113,티월드페스티벌,,M1,과학·기술,M105,광고,M10501,광고 대행업,M71310,광고 대행업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,코엑스,서울특별시 강남구 영동대로 513,135525,06164,,,,127.059155204804,37.5118322933754
MA010120220803116222,위니비니코엑스,스타필드점,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47216,"빵류, 과자류 및 당류 소매업",11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,스타필드코엑스몰위니비니,서울특별시 강남구 영동대로 513,135525,06164,,1,,127.059155204804,37.5118322933754
MA010120220801061465,좋은식품주,,I2,음식,I207,구내식당·뷔페,I20701,구내식당,I56130,기관 구내식당업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,오,서울특별시 강남구 영동대로 513,135525,06164,,,,127.059155204804,37.5118322933754
MA010120220803025768,아르고에너지,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,및한국종합무역센터,서울특별시 강남구 영동대로 513,135525,06164,,30,,127.059155204804,37.5118322933754
MA010120220804033737,맥인아트,,G2,소매,G218,장식품 소매,G21801,예술품 소매업,G47841,예술품 및 골동품 소매업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,코엑스인터콘티넨탈서울,서울특별시 강남구 영동대로 513,135975,06164,,2,,127.059155204804,37.5118322933754
MA010120220801047239,가득드림,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,,서울특별시 강남구 영동대로 513,135798,06164,,1,,127.059155204804,37.5118322933754
MA010120220801065833,아이아이티주,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,코엑스몰,서울특별시 강남구 영동대로 513,135525,06164,,,,127.059155204804,37.5118322933754
MA010120220805159874,스템코엑스,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,코엑스,서울특별시 강남구 영동대로 513,135525,06164,,2,,127.059155204804,37.5118322933754
MA010120220804063918,에프에스비앤피주,,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,"화장품, 비누 및 방향제 소매업",11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,코엑스몰아이,서울특별시 강남구 영동대로 513,135525,06164,,1,,127.059155204804,37.5118322933754
MA010120220804844231,도운서비스,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,피벗포인트서비스,서울특별시 강남구 영동대로 513,135525,06164,,30,,127.059155204804,37.5118322933754
MA010120220801023195,소노야,,I2,음식,I203,일식,I20302,일식 카레/돈가스/덮밥,I56122,일식 음식점업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,코엑스몰,서울특별시 강남구 영동대로 513,135525,06164,,,,127.059155204804,37.5118322933754
MA010120220801060882,빨라쪼주,코엑스몰점,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,기존컨벤션센터,서울특별시 강남구 영동대로 513,135525,06164,,1,,127.059155204804,37.5118322933754
MA010120220800314184,에이샵주,,G2,소매,G208,가전·통신 소매,G20803,가전제품 소매업,G47320,가전제품 소매업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,지,서울특별시 강남구 영동대로 513,135525,06164,,2,,127.059155204804,37.5118322933754
MA010120220801952383,정성여행사,,N1,시설관리·임대,N105,여행사·보조,N10501,여행사,N75210,여행사업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,스타필드코엑스몰,서울특별시 강남구 영동대로 513,135525,06164,,1,,127.059155204804,37.5118322933754
MA010120220801055803,한무컨벤션,,I1,숙박,I101,일반 숙박,I10101,호텔/리조트,I55101,호텔업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,오크우드프리미어호텔,서울특별시 강남구 영동대로 513,135525,06164,,,,127.059155204804,37.5118322933754
MA010120220801062251,에이엠에이닷컴주,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,아셈타워,서울특별시 강남구 영동대로 513,135525,06164,,30,,127.059155204804,37.5118322933754
MA010120220801061613,시스코시스템즈캐피탈대부,코리아,N1,시설관리·임대,N111,산업용품 대여,N11102,컴퓨터/사무기기 대여업,N76320,컴퓨터 및 사무용 기계ㆍ장비 임대업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,아셈타워,서울특별시 강남구 영동대로 513,135525,06164,,4,,127.059155204804,37.5118322933754
MA010120220801060898,씨에스피푸드르사이공,코엑스점,I2,음식,I205,동남아시아,I20501,베트남식 전문,I56129,기타 외국식 음식점업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,코엑스기존컨벤션센터,서울특별시 강남구 영동대로 513,135525,06164,,1,,127.059155204804,37.5118322933754
MA010120220801024979,트윈쿡,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590000,1,대지,159,,서울특별시 강남구 삼성동 159,116802122002,서울특별시 강남구 영동대로,513,,1168010500101590009016086,동컨벤션센터,서울특별시 강남구 영동대로 513,135525,06164,,1,,127.059155204804,37.5118322933754
MA010120220801036047,이화수전통육개장,삼성역점,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109430014,1,대지,943,14,서울특별시 강남구 대치동 943-14,116804166764,서울특별시 강남구 테헤란로86길,16,,1168010600109430014012173,,서울특별시 강남구 테헤란로86길 16,135845,06179,,1,,127.059173473335,37.5063181359957
MA010120220801027281,이지연헤어네일뷰티,,S2,수리·개인,S207,이용·미용,S20703,네일숍,S96119,기타 미용업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109560001,1,대지,956,1,서울특별시 강남구 대치동 956-1,116804166432,서울특별시 강남구 삼성로86길,20,,1168010600109560001012208,,서울특별시 강남구 삼성로86길 20,135847,06184,,2,,127.059184448934,37.5058946581159
MA010120220801036357,후지,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109430017,1,대지,943,17,서울특별시 강남구 대치동 943-17,116804166432,서울특별시 강남구 삼성로86길,23,,1168010600109430017012184,지상,서울특별시 강남구 삼성로86길 23,135845,06179,,1,,127.059241233112,37.5061919613269
MA010120220804477761,메디프렌드부동산중개,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109430017,1,대지,943,17,서울특별시 강남구 대치동 943-17,116804166432,서울특별시 강남구 삼성로86길,23,,1168010600109430017012184,구일빌딩,서울특별시 강남구 삼성로86길 23,135845,06179,,2,,127.059241233112,37.5061919613269
MA010120220804215657,바이넥스주,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109430017,1,대지,943,17,서울특별시 강남구 대치동 943-17,116804166432,서울특별시 강남구 삼성로86길,23,,1168010600109430017012184,구일빌딩,서울특별시 강남구 삼성로86길 23,135845,06179,,4,,127.059241233112,37.5061919613269
MA010120220804486313,실버프렌드,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109430017,1,대지,943,17,서울특별시 강남구 대치동 943-17,116804166432,서울특별시 강남구 삼성로86길,23,,1168010600109430017012184,구일빌딩,서울특별시 강남구 삼성로86길 23,135845,06179,,2,,127.059241233112,37.5061919613269
MA010120220804060349,에이블파트너스,,M1,과학·기술,M115,기타 전문 과학,M11504,사업/무형 재산권 중개업,M73903,사업 및 무형 재산권 중개업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109430017,1,대지,943,17,서울특별시 강남구 대치동 943-17,116804166432,서울특별시 강남구 삼성로86길,23,,1168010600109430017012184,구일빌딩,서울특별시 강남구 삼성로86길 23,135845,06179,,4,,127.059241233112,37.5061919613269
MA010120220804339141,애플21대치지점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109430019,1,대지,943,19,서울특별시 강남구 대치동 943-19,116803122010,서울특별시 강남구 테헤란로,512,,1168010600109430019014508,신안빌딩,서울특별시 강남구 테헤란로 512,135845,06179,,4,,127.059242066151,37.507246136727
MA010120220801070865,에스더블유엠,,N1,시설관리·임대,N102,청소·방제,N10201,건축물 일반 청소업,N74211,건축물 일반 청소업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109430019,1,대지,943,19,서울특별시 강남구 대치동 943-19,116803122010,서울특별시 강남구 테헤란로,512,,1168010600109430019014508,,서울특별시 강남구 테헤란로 512,135845,06179,,8,,127.059242066151,37.507246136727
MA010120220801060224,관악(신안스포츠클럽)주,,R1,예술·스포츠,R103,스포츠 서비스,R10306,종합 스포츠시설,R91131,종합 스포츠시설 운영업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109430019,1,대지,943,19,서울특별시 강남구 대치동 943-19,116803122010,서울특별시 강남구 테헤란로,512,,1168010600109430019014508,,서울특별시 강남구 테헤란로 512,135845,06179,,,,127.059242066151,37.507246136727
MA010120220801062615,프레빌주,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109430019,1,대지,943,19,서울특별시 강남구 대치동 943-19,116803122010,서울특별시 강남구 테헤란로,512,,1168010600109430019014508,신안빌딩,서울특별시 강남구 테헤란로 512,135845,06179,,19,,127.059242066151,37.507246136727
MA010120220801040423,풍년집,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109560016,1,대지,956,16,서울특별시 강남구 대치동 956-16,116804166430,서울특별시 강남구 삼성로84길,22,,1168010600109560016012231,,서울특별시 강남구 삼성로84길 22,135847,06184,,1,,127.059319946072,37.5056152785634
MA010120220801058105,동원안전시스템,,N1,시설관리·임대,N101,시설관리,N10101,사업시설 유지·관리 서비스업,N74100,사업시설 유지ㆍ관리 서비스업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109560027,1,대지,956,27,서울특별시 강남구 대치동 956-27,116804166429,서울특별시 강남구 삼성로82길,21,,1168010600109560027027118,수영빌딩,서울특별시 강남구 삼성로82길 21,135847,06184,,4,,127.059410317396,37.5054800823742
MA010120220801040732,할리스커피도심,공항점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590006,1,대지,159,6,서울특별시 강남구 삼성동 159-6,116804166765,서울특별시 강남구 테헤란로87길,22,,1168010500101590006016654,,서울특별시 강남구 테헤란로87길 22,135728,06164,,2,,127.059447540477,37.5096336959765
MA010120220803815445,마이다스의손,,S2,수리·개인,S206,기타 가정용품 수리,S20602,가죽/가방/신발 수선업,S95392,"가죽, 가방 및 신발 수리업",11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590006,1,대지,159,6,서울특별시 강남구 삼성동 159-6,116804166765,서울특별시 강남구 테헤란로87길,22,,1168010500101590006016654,한국도심공항터미널,서울특별시 강남구 테헤란로87길 22,135728,06164,,1,,127.059447540477,37.5096336959765
MA010120220801061377,써치포리더스주,,N1,시설관리·임대,N104,고용 알선,N10401,고용 알선업,N75110,고용 알선업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590006,1,대지,159,6,서울특별시 강남구 삼성동 159-6,116804166765,서울특별시 강남구 테헤란로87길,22,,1168010500101590006016654,한국도심공항터미널,서울특별시 강남구 테헤란로87길 22,135728,06164,,,,127.059447540477,37.5096336959765
MA010120220801048029,시.에프,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590006,1,대지,159,6,서울특별시 강남구 삼성동 159-6,116804166765,서울특별시 강남구 테헤란로87길,22,,1168010500101590006016654,,서울특별시 강남구 테헤란로87길 22,135728,06164,,1,,127.059447540477,37.5096336959765
MA010120220801024471,서울덮밥&김치찜,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590006,1,대지,159,6,서울특별시 강남구 삼성동 159-6,116804166765,서울특별시 강남구 테헤란로87길,22,,1168010500101590006016654,,서울특별시 강남구 테헤란로87길 22,135728,06164,,1,,127.059447540477,37.5096336959765
MA010120220800006231,팍스컨설팅,,N1,시설관리·임대,N104,고용 알선,N10401,고용 알선업,N75110,고용 알선업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590006,1,대지,159,6,서울특별시 강남구 삼성동 159-6,116804166765,서울특별시 강남구 테헤란로87길,22,,1168010500101590006016654,한국도심공항터미널,서울특별시 강남구 테헤란로87길 22,135728,06164,,7,,127.059447540477,37.5096336959765
MA010120220805522332,이니스프리도심,공항점,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,"화장품, 비누 및 방향제 소매업",11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590006,1,대지,159,6,서울특별시 강남구 삼성동 159-6,116804166765,서울특별시 강남구 테헤란로87길,22,,1168010500101590006016654,도심공항터미널,서울특별시 강남구 테헤란로87길 22,135728,06164,,1,,127.059447540477,37.5096336959765
MA010120220801048121,무교낙지,,I2,음식,I201,한식,I20112,해산물 구이/찜,I56114,한식 해산물 요리 전문점,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590006,1,대지,159,6,서울특별시 강남구 삼성동 159-6,116804166765,서울특별시 강남구 테헤란로87길,22,,1168010500101590006016654,한국도심공항터미널,서울특별시 강남구 테헤란로87길 22,135728,06164,,1,,127.059447540477,37.5096336959765
MA010120220804077773,선물포장현대아트,,G2,소매,G204,종합 소매,G20499,그 외 기타 종합 소매업,G47190,그 외 기타 종합 소매업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590006,1,대지,159,6,서울특별시 강남구 삼성동 159-6,116804166765,서울특별시 강남구 테헤란로87길,22,,1168010500101590006016654,도심공항몰,서울특별시 강남구 테헤란로87길 22,135728,06164,,1,,127.059447540477,37.5096336959765
MA010120220801058033,한무관광진흥주,,N1,시설관리·임대,N105,여행사·보조,N10599,기타 여행 보조/예약 서비스업,N75290,기타 여행 보조 및 예약 서비스업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590006,1,대지,159,6,서울특별시 강남구 삼성동 159-6,116804166765,서울특별시 강남구 테헤란로87길,22,,1168010500101590006016654,,서울특별시 강남구 테헤란로87길 22,135728,06164,,,,127.059447540477,37.5096336959765
MA010120220805184088,창의법률사무소,,M1,과학·기술,M103,법무관련 ,M10301,변호사,M71101,변호사업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590006,1,대지,159,6,서울특별시 강남구 삼성동 159-6,116804166765,서울특별시 강남구 테헤란로87길,22,,1168010500101590006016654,한국도심공항터미널,서울특별시 강남구 테헤란로87길 22,135728,06164,,7,,127.059447540477,37.5096336959765
MA010120220801059851,디티에스리미티드아시아,한국지점,M1,과학·기술,M109,기술 서비스,M10999,기타 엔지니어링 서비스업,M72129,기타 엔지니어링 서비스업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590006,1,대지,159,6,서울특별시 강남구 삼성동 159-6,116804166765,서울특별시 강남구 테헤란로87길,22,,1168010500101590006016654,한국도심공항빌딩,서울특별시 강남구 테헤란로87길 22,135728,06164,,4,,127.059447540477,37.5096336959765
MA010120220804492383,우지인피트니스,,P1,교육,P106,기타 교육,P10603,요가/필라테스 학원,P85612,기타 스포츠 교육기관,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590006,1,대지,159,6,서울특별시 강남구 삼성동 159-6,116804166765,서울특별시 강남구 테헤란로87길,22,,1168010500101590006016654,한국도심공항터미널,서울특별시 강남구 테헤란로87길 22,135728,06164,,,,127.059447540477,37.5096336959765
MA010120220801022771,고려,,G2,소매,G217,시계·귀금속 소매,G21701,시계/귀금속 소매업,G47830,시계 및 귀금속 소매업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590006,1,대지,159,6,서울특별시 강남구 삼성동 159-6,116804166765,서울특별시 강남구 테헤란로87길,22,,1168010500101590006016654,동도심공항몰,서울특별시 강남구 테헤란로87길 22,135728,06164,,,,127.059447540477,37.5096336959765
MA010120220801023537,소풍,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590006,1,대지,159,6,서울특별시 강남구 삼성동 159-6,116804166765,서울특별시 강남구 테헤란로87길,22,,1168010500101590006016654,한국도심공항터미널,서울특별시 강남구 테헤란로87길 22,135728,06164,,1,,127.059447540477,37.5096336959765
